percentAll,count,totalCount,percentReactive,cytCombo,id,group,stim,concGroup,cell
0.42,16,3800,0.768046198,TNFa+IL6-IL12+IFNa-,a2025,adult,LPS,3,mDC
0.03,1,3800,0.054860443,TNFa+IL6-IL12-IFNa+,a2025,adult,LPS,3,mDC
19.74,750,3800,36.09817132,TNFa+IL6-IL12-IFNa-,a2025,adult,LPS,3,mDC
0,0,3800,0,TNFa-IL6+IL12+IFNa+,a2025,adult,LPS,3,mDC
0.05,2,3800,0.091434071,TNFa-IL6+IL12+IFNa-,a2025,adult,LPS,3,mDC
0.05,2,3800,0.091434071,TNFa-IL6+IL12-IFNa+,a2025,adult,LPS,3,mDC
3.79,144,3800,6.930702599,TNFa-IL6+IL12-IFNa-,a2025,adult,LPS,3,mDC
0.08,3,3800,0.146294514,TNFa-IL6-IL12+IFNa+,a2025,adult,LPS,3,mDC
0.29,11,3800,0.530317613,TNFa-IL6-IL12+IFNa-,a2025,adult,LPS,3,mDC
1.03,39,3800,1.883541867,TNFa-IL6-IL12-IFNa+,a2025,adult,LPS,3,mDC
45.31,1722,3800,NA,TNFa-IL6-IL12-IFNa-,a2025,adult,LPS,3,mDC
0,0,1949,0,TNFa+IL6+IL12+IFNa+,a2028,adult,LPS,3,mDC
0.72,14,1949,1.896324324,TNFa+IL6+IL12+IFNa-,a2028,adult,LPS,3,mDC
0.1,2,1949,0.263378378,TNFa+IL6+IL12-IFNa+,a2028,adult,LPS,3,mDC
10.31,201,1949,27.15431081,TNFa+IL6+IL12-IFNa-,a2028,adult,LPS,3,mDC
0,0,1949,0,TNFa+IL6-IL12+IFNa+,a2028,adult,LPS,3,mDC
1.44,28,1949,3.792648649,TNFa+IL6-IL12+IFNa-,a2028,adult,LPS,3,mDC
0,0,1949,0,TNFa+IL6-IL12-IFNa+,a2028,adult,LPS,3,mDC
19.24,375,1949,50.674,TNFa+IL6-IL12-IFNa-,a2028,adult,LPS,3,mDC
0,0,1949,0,TNFa-IL6+IL12+IFNa+,a2028,adult,LPS,3,mDC
0.05,1,1949,0.131689189,TNFa-IL6+IL12+IFNa-,a2028,adult,LPS,3,mDC
0,0,1949,0,TNFa-IL6+IL12-IFNa+,a2028,adult,LPS,3,mDC
4.87,95,1949,12.82652703,TNFa-IL6+IL12-IFNa-,a2028,adult,LPS,3,mDC
0.15,3,1949,0.395067568,TNFa-IL6-IL12+IFNa+,a2028,adult,LPS,3,mDC
0.82,16,1949,2.159702703,TNFa-IL6-IL12+IFNa-,a2028,adult,LPS,3,mDC
0.26,5,1949,0.684783784,TNFa-IL6-IL12-IFNa+,a2028,adult,LPS,3,mDC
62.04,1209,1949,NA,TNFa-IL6-IL12-IFNa-,a2028,adult,LPS,3,mDC
0,0,2982,0,TNFa+IL6+IL12+IFNa+,a2031,adult,LPS,3,mDC
0.91,27,2982,2.076220352,TNFa+IL6+IL12+IFNa-,a2031,adult,LPS,3,mDC
0,0,2982,0,TNFa+IL6+IL12-IFNa+,a2031,adult,LPS,3,mDC
19.48,581,2982,44.4448049,TNFa+IL6+IL12-IFNa-,a2031,adult,LPS,3,mDC
0,0,2982,0,TNFa+IL6-IL12+IFNa+,a2031,adult,LPS,3,mDC
0.7,21,2982,1.597092578,TNFa+IL6-IL12+IFNa-,a2031,adult,LPS,3,mDC
0.03,1,2982,0.068446825,TNFa+IL6-IL12-IFNa+,a2031,adult,LPS,3,mDC
14.32,427,2982,32.67195103,TNFa+IL6-IL12-IFNa-,a2031,adult,LPS,3,mDC
0,0,2982,0,TNFa-IL6+IL12+IFNa+,a2031,adult,LPS,3,mDC
0.4,12,2982,0.912624331,TNFa-IL6+IL12+IFNa-,a2031,adult,LPS,3,mDC
0.13,4,2982,0.296602907,TNFa-IL6+IL12-IFNa+,a2031,adult,LPS,3,mDC
5.47,163,2982,12.48013772,TNFa-IL6+IL12-IFNa-,a2031,adult,LPS,3,mDC
0.27,8,2982,0.616021423,TNFa-IL6-IL12+IFNa+,a2031,adult,LPS,3,mDC
1.24,37,2982,2.829135425,TNFa-IL6-IL12+IFNa-,a2031,adult,LPS,3,mDC
0.87,26,2982,1.984957919,TNFa-IL6-IL12-IFNa+,a2031,adult,LPS,3,mDC
56.18,1675,2982,NA,TNFa-IL6-IL12-IFNa-,a2031,adult,LPS,3,mDC
0,0,4781,0,TNFa+IL6+IL12+IFNa+,a2034,adult,LPS,3,mDC
0.23,11,4781,0.853087665,TNFa+IL6+IL12+IFNa-,a2034,adult,LPS,3,mDC
0,0,4781,0,TNFa+IL6+IL12-IFNa+,a2034,adult,LPS,3,mDC
10.52,503,4781,39.01948798,TNFa+IL6+IL12-IFNa-,a2034,adult,LPS,3,mDC
0,0,4781,0,TNFa+IL6-IL12+IFNa+,a2034,adult,LPS,3,mDC
0.08,4,4781,0.296726144,TNFa+IL6-IL12+IFNa-,a2034,adult,LPS,3,mDC
0,0,4781,0,TNFa+IL6-IL12-IFNa+,a2034,adult,LPS,3,mDC
7.78,372,4781,28.85661753,TNFa+IL6-IL12-IFNa-,a2034,adult,LPS,3,mDC
0,0,4781,0,TNFa-IL6+IL12+IFNa+,a2034,adult,LPS,3,mDC
0.08,4,4781,0.296726144,TNFa-IL6+IL12+IFNa-,a2034,adult,LPS,3,mDC
0,0,4781,0,TNFa-IL6+IL12-IFNa+,a2034,adult,LPS,3,mDC
6,287,4781,22.25446082,TNFa-IL6+IL12-IFNa-,a2034,adult,LPS,3,mDC
0.23,11,4781,0.853087665,TNFa-IL6-IL12+IFNa+,a2034,adult,LPS,3,mDC
1.28,61,4781,4.747618309,TNFa-IL6-IL12+IFNa-,a2034,adult,LPS,3,mDC
0.75,36,4781,2.781807603,TNFa-IL6-IL12-IFNa+,a2034,adult,LPS,3,mDC
73.05,3493,4781,NA,TNFa-IL6-IL12-IFNa-,a2034,adult,LPS,3,mDC
0,0,1441,0,TNFa+IL6+IL12+IFNa+,a2035,adult,LPS,3,mDC
0.56,8,1441,1.14951567,TNFa+IL6+IL12+IFNa-,a2035,adult,LPS,3,mDC
0,0,1441,0,TNFa+IL6+IL12-IFNa+,a2035,adult,LPS,3,mDC
21.93,316,1441,45.0158547,TNFa+IL6+IL12-IFNa-,a2035,adult,LPS,3,mDC
0,0,1441,0,TNFa+IL6-IL12+IFNa+,a2035,adult,LPS,3,mDC
0.35,5,1441,0.718447293,TNFa+IL6-IL12+IFNa-,a2035,adult,LPS,3,mDC
0,0,1441,0,TNFa+IL6-IL12-IFNa+,a2035,adult,LPS,3,mDC
21.86,315,1441,44.87216524,TNFa+IL6-IL12-IFNa-,a2035,adult,LPS,3,mDC
0,0,1441,0,TNFa-IL6+IL12+IFNa+,a2035,adult,LPS,3,mDC
0.21,3,1441,0.431068376,TNFa-IL6+IL12+IFNa-,a2035,adult,LPS,3,mDC
0,0,1441,0,TNFa-IL6+IL12-IFNa+,a2035,adult,LPS,3,mDC
3.12,45,1441,6.404444444,TNFa-IL6+IL12-IFNa-,a2035,adult,LPS,3,mDC
0.14,2,1441,0.287378917,TNFa-IL6-IL12+IFNa+,a2035,adult,LPS,3,mDC
0.21,3,1441,0.431068376,TNFa-IL6-IL12+IFNa-,a2035,adult,LPS,3,mDC
0.35,5,1441,0.718447293,TNFa-IL6-IL12-IFNa+,a2035,adult,LPS,3,mDC
51.27,739,1441,NA,TNFa-IL6-IL12-IFNa-,a2035,adult,LPS,3,mDC
0,0,823,0,TNFa+IL6+IL12+IFNa+,a2036,adult,LPS,3,mDC
0.73,6,823,2.545720339,TNFa+IL6+IL12+IFNa-,a2036,adult,LPS,3,mDC
0,0,823,0,TNFa+IL6+IL12-IFNa+,a2036,adult,LPS,3,mDC
9.84,81,823,34.31491525,TNFa+IL6+IL12-IFNa-,a2036,adult,LPS,3,mDC
0,0,823,0,TNFa+IL6-IL12+IFNa+,a2036,adult,LPS,3,mDC
0.85,7,823,2.964194915,TNFa+IL6-IL12+IFNa-,a2036,adult,LPS,3,mDC
0.12,1,823,0.418474576,TNFa+IL6-IL12-IFNa+,a2036,adult,LPS,3,mDC
6.8,56,823,23.71355932,TNFa+IL6-IL12-IFNa-,a2036,adult,LPS,3,mDC
0,0,823,0,TNFa-IL6+IL12+IFNa+,a2036,adult,LPS,3,mDC
0.12,1,823,0.418474576,TNFa-IL6+IL12+IFNa-,a2036,adult,LPS,3,mDC
0.36,3,823,1.255423729,TNFa-IL6+IL12-IFNa+,a2036,adult,LPS,3,mDC
6.2,51,823,21.62118644,TNFa-IL6+IL12-IFNa-,a2036,adult,LPS,3,mDC
0.36,3,823,1.255423729,TNFa-IL6-IL12+IFNa+,a2036,adult,LPS,3,mDC
0.73,6,823,2.545720339,TNFa-IL6-IL12+IFNa-,a2036,adult,LPS,3,mDC
2.55,21,823,8.892584746,TNFa-IL6-IL12-IFNa+,a2036,adult,LPS,3,mDC
71.34,587,823,NA,TNFa-IL6-IL12-IFNa-,a2036,adult,LPS,3,mDC
0,0,5856,0,TNFa+IL6+IL12+IFNa+,a2037,adult,LPS,3,mDC
0.63,37,5856,1.381752809,TNFa+IL6+IL12+IFNa-,a2037,adult,LPS,3,mDC
0.14,8,5856,0.30705618,TNFa+IL6+IL12-IFNa+,a2037,adult,LPS,3,mDC
17.37,1017,5856,38.09689888,TNFa+IL6+IL12-IFNa-,a2037,adult,LPS,3,mDC
0,0,5856,0,TNFa+IL6-IL12+IFNa+,a2037,adult,LPS,3,mDC
0.53,31,5856,1.162426966,TNFa+IL6-IL12+IFNa-,a2037,adult,LPS,3,mDC
0.07,4,5856,0.15352809,TNFa+IL6-IL12-IFNa+,a2037,adult,LPS,3,mDC
18.97,1111,5856,41.60611236,TNFa+IL6-IL12-IFNa-,a2037,adult,LPS,3,mDC
0.02,1,5856,0.043865169,TNFa-IL6+IL12+IFNa+,a2037,adult,LPS,3,mDC
0.05,3,5856,0.109662921,TNFa-IL6+IL12+IFNa-,a2037,adult,LPS,3,mDC
0.05,3,5856,0.109662921,TNFa-IL6+IL12-IFNa+,a2037,adult,LPS,3,mDC
5.34,313,5856,11.712,TNFa-IL6+IL12-IFNa-,a2037,adult,LPS,3,mDC
0.14,8,5856,0.30705618,TNFa-IL6-IL12+IFNa+,a2037,adult,LPS,3,mDC
0.6,35,5856,1.315955056,TNFa-IL6-IL12+IFNa-,a2037,adult,LPS,3,mDC
1.69,99,5856,3.706606742,TNFa-IL6-IL12-IFNa+,a2037,adult,LPS,3,mDC
54.4,3186,5856,NA,TNFa-IL6-IL12-IFNa-,a2037,adult,LPS,3,mDC
0,0,1326,0,TNFa+IL6+IL12+IFNa+,n1031,neonate,LPS,3,mDC
5.2,69,1326,13.10874525,TNFa+IL6+IL12+IFNa-,n1031,neonate,LPS,3,mDC
0.15,2,1326,0.378136882,TNFa+IL6+IL12-IFNa+,n1031,neonate,LPS,3,mDC
8.67,115,1326,21.85631179,TNFa+IL6+IL12-IFNa-,n1031,neonate,LPS,3,mDC
0,0,1326,0,TNFa+IL6-IL12+IFNa+,n1031,neonate,LPS,3,mDC
2.56,34,1326,6.453536122,TNFa+IL6-IL12+IFNa-,n1031,neonate,LPS,3,mDC
0,0,1326,0,TNFa+IL6-IL12-IFNa+,n1031,neonate,LPS,3,mDC
9.5,126,1326,23.9486692,TNFa+IL6-IL12-IFNa-,n1031,neonate,LPS,3,mDC
0,0,1326,0,TNFa-IL6+IL12+IFNa+,n1031,neonate,LPS,3,mDC
0.83,11,1326,2.092357414,TNFa-IL6+IL12+IFNa-,n1031,neonate,LPS,3,mDC
0.45,6,1326,1.134410646,TNFa-IL6+IL12-IFNa+,n1031,neonate,LPS,3,mDC
10.48,139,1326,26.4191635,TNFa-IL6+IL12-IFNa-,n1031,neonate,LPS,3,mDC
0,0,1326,0,TNFa-IL6-IL12+IFNa+,n1031,neonate,LPS,3,mDC
0.98,13,1326,2.470494297,TNFa-IL6-IL12+IFNa-,n1031,neonate,LPS,3,mDC
0.83,11,1326,2.092357414,TNFa-IL6-IL12-IFNa+,n1031,neonate,LPS,3,mDC
60.35,800,1326,NA,TNFa-IL6-IL12-IFNa-,n1031,neonate,LPS,3,mDC
0.06,3,5042,0.549038113,TNFa+IL6+IL12+IFNa+,n1032,neonate,LPS,3,mDC
0.42,21,5042,3.843266788,TNFa+IL6+IL12+IFNa-,n1032,neonate,LPS,3,mDC
0.08,4,5042,0.732050817,TNFa+IL6+IL12-IFNa+,n1032,neonate,LPS,3,mDC
2.6,131,5042,23.79165154,TNFa+IL6+IL12-IFNa-,n1032,neonate,LPS,3,mDC
0.34,17,5042,3.111215971,TNFa+IL6-IL12+IFNa+,n1032,neonate,LPS,3,mDC
0.1,5,5042,0.915063521,TNFa+IL6-IL12+IFNa-,n1032,neonate,LPS,3,mDC
0.52,26,5042,4.758330309,TNFa+IL6-IL12-IFNa+,n1032,neonate,LPS,3,mDC
2.2,111,5042,20.13139746,TNFa+IL6-IL12-IFNa-,n1032,neonate,LPS,3,mDC
0,0,5042,0,TNFa-IL6+IL12+IFNa+,n1032,neonate,LPS,3,mDC
0.04,2,5042,0.366025408,TNFa-IL6+IL12+IFNa-,n1032,neonate,LPS,3,mDC
0.06,3,5042,0.549038113,TNFa-IL6+IL12-IFNa+,n1032,neonate,LPS,3,mDC
2.62,132,5042,23.97466425,TNFa-IL6+IL12-IFNa-,n1032,neonate,LPS,3,mDC
0.16,8,5042,1.464101633,TNFa-IL6-IL12+IFNa+,n1032,neonate,LPS,3,mDC
0.5,25,5042,4.575317604,TNFa-IL6-IL12+IFNa-,n1032,neonate,LPS,3,mDC
1.25,63,5042,11.43829401,TNFa-IL6-IL12-IFNa+,n1032,neonate,LPS,3,mDC
89.05,4490,5042,NA,TNFa-IL6-IL12-IFNa-,n1032,neonate,LPS,3,mDC
0,0,1126,0,TNFa+IL6+IL12+IFNa+,n1033,neonate,LPS,3,mDC
4.88,55,1126,13.2406747,TNFa+IL6+IL12+IFNa-,n1033,neonate,LPS,3,mDC
0.18,2,1126,0.488385542,TNFa+IL6+IL12-IFNa+,n1033,neonate,LPS,3,mDC
7.73,87,1126,20.97344578,TNFa+IL6+IL12-IFNa-,n1033,neonate,LPS,3,mDC
0,0,1126,0,TNFa+IL6-IL12+IFNa+,n1033,neonate,LPS,3,mDC
2.31,26,1126,6.267614458,TNFa+IL6-IL12+IFNa-,n1033,neonate,LPS,3,mDC
0.09,1,1126,0.244192771,TNFa+IL6-IL12-IFNa+,n1033,neonate,LPS,3,mDC
7.37,83,1126,19.9966747,TNFa+IL6-IL12-IFNa-,n1033,neonate,LPS,3,mDC
0,0,1126,0,TNFa-IL6+IL12+IFNa+,n1033,neonate,LPS,3,mDC
0.18,2,1126,0.488385542,TNFa-IL6+IL12+IFNa-,n1033,neonate,LPS,3,mDC
0.09,1,1126,0.244192771,TNFa-IL6+IL12-IFNa+,n1033,neonate,LPS,3,mDC
11.81,133,1126,32.04351807,TNFa-IL6+IL12-IFNa-,n1033,neonate,LPS,3,mDC
0.09,1,1126,0.244192771,TNFa-IL6-IL12+IFNa+,n1033,neonate,LPS,3,mDC
0.53,6,1126,1.438024096,TNFa-IL6-IL12+IFNa-,n1033,neonate,LPS,3,mDC
1.6,18,1126,4.341204819,TNFa-IL6-IL12-IFNa+,n1033,neonate,LPS,3,mDC
63.14,711,1126,NA,TNFa-IL6-IL12-IFNa-,n1033,neonate,LPS,3,mDC
0,0,2010,0,TNFa+IL6+IL12+IFNa+,n1034,neonate,LPS,3,mDC
5.37,108,2010,12.25164586,TNFa+IL6+IL12+IFNa-,n1034,neonate,LPS,3,mDC
0,0,2010,0,TNFa+IL6+IL12-IFNa+,n1034,neonate,LPS,3,mDC
13.18,265,2010,30.07014756,TNFa+IL6+IL12-IFNa-,n1034,neonate,LPS,3,mDC
0,0,2010,0,TNFa+IL6-IL12+IFNa+,n1034,neonate,LPS,3,mDC
1.64,33,2010,3.741657208,TNFa+IL6-IL12+IFNa-,n1034,neonate,LPS,3,mDC
0,0,2010,0,TNFa+IL6-IL12-IFNa+,n1034,neonate,LPS,3,mDC
7.06,142,2010,16.10737798,TNFa+IL6-IL12-IFNa-,n1034,neonate,LPS,3,mDC
0,0,2010,0,TNFa-IL6+IL12+IFNa+,n1034,neonate,LPS,3,mDC
0.95,19,2010,2.167423383,TNFa-IL6+IL12+IFNa-,n1034,neonate,LPS,3,mDC
0,0,2010,0,TNFa-IL6+IL12-IFNa+,n1034,neonate,LPS,3,mDC
14.43,290,2010,32.92202043,TNFa-IL6+IL12-IFNa-,n1034,neonate,LPS,3,mDC
0,0,2010,0,TNFa-IL6-IL12+IFNa+,n1034,neonate,LPS,3,mDC
1.19,24,2010,2.714982974,TNFa-IL6-IL12+IFNa-,n1034,neonate,LPS,3,mDC
0,0,2010,0,TNFa-IL6-IL12-IFNa+,n1034,neonate,LPS,3,mDC
56.18,1129,2010,NA,TNFa-IL6-IL12-IFNa-,n1034,neonate,LPS,3,mDC
0,0,530,0,TNFa+IL6+IL12+IFNa+,n1035,neonate,LPS,3,mDC
1.89,10,530,6.22173913,TNFa+IL6+IL12+IFNa-,n1035,neonate,LPS,3,mDC
0,0,530,0,TNFa+IL6+IL12-IFNa+,n1035,neonate,LPS,3,mDC
3.77,20,530,12.41055901,TNFa+IL6+IL12-IFNa-,n1035,neonate,LPS,3,mDC
0,0,530,0,TNFa+IL6-IL12+IFNa+,n1035,neonate,LPS,3,mDC
3.02,16,530,9.941614907,TNFa+IL6-IL12+IFNa-,n1035,neonate,LPS,3,mDC
0,0,530,0,TNFa+IL6-IL12-IFNa+,n1035,neonate,LPS,3,mDC
6.23,33,530,20.50869565,TNFa+IL6-IL12-IFNa-,n1035,neonate,LPS,3,mDC
0,0,530,0,TNFa-IL6+IL12+IFNa+,n1035,neonate,LPS,3,mDC
0.19,1,530,0.625465839,TNFa-IL6+IL12+IFNa-,n1035,neonate,LPS,3,mDC
0,0,530,0,TNFa-IL6+IL12-IFNa+,n1035,neonate,LPS,3,mDC
7.74,41,530,25.47950311,TNFa-IL6+IL12-IFNa-,n1035,neonate,LPS,3,mDC
3.02,16,530,9.941614907,TNFa-IL6-IL12+IFNa+,n1035,neonate,LPS,3,mDC
2.26,12,530,7.439751553,TNFa-IL6-IL12+IFNa-,n1035,neonate,LPS,3,mDC
2.26,12,530,7.439751553,TNFa-IL6-IL12-IFNa+,n1035,neonate,LPS,3,mDC
69.62,369,530,NA,TNFa-IL6-IL12-IFNa-,n1035,neonate,LPS,3,mDC
0,0,1522,0,TNFa+IL6+IL12+IFNa+,n1036,neonate,LPS,3,mDC
1.58,24,1522,6.429839572,TNFa+IL6+IL12+IFNa-,n1036,neonate,LPS,3,mDC
0,0,1522,0,TNFa+IL6+IL12-IFNa+,n1036,neonate,LPS,3,mDC
4.99,76,1522,20.3068984,TNFa+IL6+IL12-IFNa-,n1036,neonate,LPS,3,mDC
0,0,1522,0,TNFa+IL6-IL12+IFNa+,n1036,neonate,LPS,3,mDC
0.99,15,1522,4.028823529,TNFa+IL6-IL12+IFNa-,n1036,neonate,LPS,3,mDC
0,0,1522,0,TNFa+IL6-IL12-IFNa+,n1036,neonate,LPS,3,mDC
8.15,124,1522,33.16657754,TNFa+IL6-IL12-IFNa-,n1036,neonate,LPS,3,mDC
0,0,1522,0,TNFa-IL6+IL12+IFNa+,n1036,neonate,LPS,3,mDC
0.26,4,1522,1.058074866,TNFa-IL6+IL12+IFNa-,n1036,neonate,LPS,3,mDC
0,0,1522,0,TNFa-IL6+IL12-IFNa+,n1036,neonate,LPS,3,mDC
4.93,75,1522,20.06272727,TNFa-IL6+IL12-IFNa-,n1036,neonate,LPS,3,mDC
0.13,2,1522,0.529037433,TNFa-IL6-IL12+IFNa+,n1036,neonate,LPS,3,mDC
1.25,19,1522,5.086898396,TNFa-IL6-IL12+IFNa-,n1036,neonate,LPS,3,mDC
2.3,35,1522,9.359893048,TNFa-IL6-IL12-IFNa+,n1036,neonate,LPS,3,mDC
75.42,1148,1522,NA,TNFa-IL6-IL12-IFNa-,n1036,neonate,LPS,3,mDC
0,0,663,0,TNFa+IL6+IL12+IFNa+,n1037,neonate,LPS,3,mDC
4.07,27,663,13.838,TNFa+IL6+IL12+IFNa-,n1037,neonate,LPS,3,mDC
0.15,1,663,0.51,TNFa+IL6+IL12-IFNa+,n1037,neonate,LPS,3,mDC
4.68,31,663,15.912,TNFa+IL6+IL12-IFNa-,n1037,neonate,LPS,3,mDC
0,0,663,0,TNFa+IL6-IL12+IFNa+,n1037,neonate,LPS,3,mDC
2.26,15,663,7.684,TNFa+IL6-IL12+IFNa-,n1037,neonate,LPS,3,mDC
0,0,663,0,TNFa+IL6-IL12-IFNa+,n1037,neonate,LPS,3,mDC
6.03,40,663,20.502,TNFa+IL6-IL12-IFNa-,n1037,neonate,LPS,3,mDC
0,0,663,0,TNFa-IL6+IL12+IFNa+,n1037,neonate,LPS,3,mDC
1.06,7,663,3.604,TNFa-IL6+IL12+IFNa-,n1037,neonate,LPS,3,mDC
0,0,663,0,TNFa-IL6+IL12-IFNa+,n1037,neonate,LPS,3,mDC
7.39,49,663,25.126,TNFa-IL6+IL12-IFNa-,n1037,neonate,LPS,3,mDC
0,0,663,0,TNFa-IL6-IL12+IFNa+,n1037,neonate,LPS,3,mDC
0.9,6,663,3.06,TNFa-IL6-IL12+IFNa-,n1037,neonate,LPS,3,mDC
2.87,19,663,9.758,TNFa-IL6-IL12-IFNa+,n1037,neonate,LPS,3,mDC
70.59,468,663,NA,TNFa-IL6-IL12-IFNa-,n1037,neonate,LPS,3,mDC
0,0,1825,0,TNFa+IL6+IL12+IFNa+,n1038,neonate,LPS,3,mDC
2.25,41,1825,11.53441011,TNFa+IL6+IL12+IFNa-,n1038,neonate,LPS,3,mDC
0,0,1825,0,TNFa+IL6+IL12-IFNa+,n1038,neonate,LPS,3,mDC
1.86,34,1825,9.53511236,TNFa+IL6+IL12-IFNa-,n1038,neonate,LPS,3,mDC
0,0,1825,0,TNFa+IL6-IL12+IFNa+,n1038,neonate,LPS,3,mDC
0.99,18,1825,5.075140449,TNFa+IL6-IL12+IFNa-,n1038,neonate,LPS,3,mDC
0,0,1825,0,TNFa+IL6-IL12-IFNa+,n1038,neonate,LPS,3,mDC
3.07,56,1825,15.7380618,TNFa+IL6-IL12-IFNa-,n1038,neonate,LPS,3,mDC
0.05,1,1825,0.256320225,TNFa-IL6+IL12+IFNa+,n1038,neonate,LPS,3,mDC
0.82,15,1825,4.203651685,TNFa-IL6+IL12+IFNa-,n1038,neonate,LPS,3,mDC
0.05,1,1825,0.256320225,TNFa-IL6+IL12-IFNa+,n1038,neonate,LPS,3,mDC
5.59,102,1825,28.65660112,TNFa-IL6+IL12-IFNa-,n1038,neonate,LPS,3,mDC
0.93,17,1825,4.76755618,TNFa-IL6-IL12+IFNa+,n1038,neonate,LPS,3,mDC
0.49,9,1825,2.511938202,TNFa-IL6-IL12+IFNa-,n1038,neonate,LPS,3,mDC
3.4,62,1825,17.42977528,TNFa-IL6-IL12-IFNa+,n1038,neonate,LPS,3,mDC
80.5,1469,1825,NA,TNFa-IL6-IL12-IFNa-,n1038,neonate,LPS,3,mDC
0,0,2782,0,TNFa+IL6+IL12+IFNa+,n1039,neonate,LPS,3,mDC
4.53,126,2782,9.954549763,TNFa+IL6+IL12+IFNa-,n1039,neonate,LPS,3,mDC
0,0,2782,0,TNFa+IL6+IL12-IFNa+,n1039,neonate,LPS,3,mDC
7.44,207,2782,16.34919431,TNFa+IL6+IL12-IFNa-,n1039,neonate,LPS,3,mDC
0,0,2782,0,TNFa+IL6-IL12+IFNa+,n1039,neonate,LPS,3,mDC
5.28,147,2782,11.60265403,TNFa+IL6-IL12+IFNa-,n1039,neonate,LPS,3,mDC
0,0,2782,0,TNFa+IL6-IL12-IFNa+,n1039,neonate,LPS,3,mDC
23.11,643,2782,50.7835861,TNFa+IL6-IL12-IFNa-,n1039,neonate,LPS,3,mDC
0,0,2782,0,TNFa-IL6+IL12+IFNa+,n1039,neonate,LPS,3,mDC
0.22,6,2782,0.483443918,TNFa-IL6+IL12+IFNa-,n1039,neonate,LPS,3,mDC
0,0,2782,0,TNFa-IL6+IL12-IFNa+,n1039,neonate,LPS,3,mDC
4.24,118,2782,9.31728278,TNFa-IL6+IL12-IFNa-,n1039,neonate,LPS,3,mDC
0,0,2782,0,TNFa-IL6-IL12+IFNa+,n1039,neonate,LPS,3,mDC
0.47,13,2782,1.032812006,TNFa-IL6-IL12+IFNa-,n1039,neonate,LPS,3,mDC
0.22,6,2782,0.483443918,TNFa-IL6-IL12-IFNa+,n1039,neonate,LPS,3,mDC
54.49,1516,2782,NA,TNFa-IL6-IL12-IFNa-,n1039,neonate,LPS,3,mDC
0,0,1801,0,TNFa+IL6+IL12+IFNa+,n1040,neonate,LPS,3,mDC
3.39,61,1801,8.001821756,TNFa+IL6+IL12+IFNa-,n1040,neonate,LPS,3,mDC
0.06,1,1801,0.141625164,TNFa+IL6+IL12-IFNa+,n1040,neonate,LPS,3,mDC
7.33,132,1801,17.30187418,TNFa+IL6+IL12-IFNa-,n1040,neonate,LPS,3,mDC
0,0,1801,0,TNFa+IL6-IL12+IFNa+,n1040,neonate,LPS,3,mDC
5.66,102,1801,13.35997379,TNFa+IL6-IL12+IFNa-,n1040,neonate,LPS,3,mDC
0,0,1801,0,TNFa+IL6-IL12-IFNa+,n1040,neonate,LPS,3,mDC
20.38,367,1801,48.10534731,TNFa+IL6-IL12-IFNa-,n1040,neonate,LPS,3,mDC
0,0,1801,0,TNFa-IL6+IL12+IFNa+,n1040,neonate,LPS,3,mDC
0.17,3,1801,0.401271298,TNFa-IL6+IL12+IFNa-,n1040,neonate,LPS,3,mDC
0,0,1801,0,TNFa-IL6+IL12-IFNa+,n1040,neonate,LPS,3,mDC
2.83,51,1801,6.679986894,TNFa-IL6+IL12-IFNa-,n1040,neonate,LPS,3,mDC
0.17,3,1801,0.401271298,TNFa-IL6-IL12+IFNa+,n1040,neonate,LPS,3,mDC
1.39,25,1801,3.280982962,TNFa-IL6-IL12+IFNa-,n1040,neonate,LPS,3,mDC
1,18,1801,2.360419397,TNFa-IL6-IL12-IFNa+,n1040,neonate,LPS,3,mDC
57.62,1038,1801,NA,TNFa-IL6-IL12-IFNa-,n1040,neonate,LPS,3,mDC
0,0,1858,0,TNFa+IL6+IL12+IFNa+,n1041,neonate,LPS,3,mDC
1.56,29,1858,7.627578947,TNFa+IL6+IL12+IFNa-,n1041,neonate,LPS,3,mDC
0,0,1858,0,TNFa+IL6+IL12-IFNa+,n1041,neonate,LPS,3,mDC
3.55,66,1858,17.35763158,TNFa+IL6+IL12-IFNa-,n1041,neonate,LPS,3,mDC
0,0,1858,0,TNFa+IL6-IL12+IFNa+,n1041,neonate,LPS,3,mDC
1.18,22,1858,5.769578947,TNFa+IL6-IL12+IFNa-,n1041,neonate,LPS,3,mDC
0,0,1858,0,TNFa+IL6-IL12-IFNa+,n1041,neonate,LPS,3,mDC
10.06,187,1858,49.18810526,TNFa+IL6-IL12-IFNa-,n1041,neonate,LPS,3,mDC
0,0,1858,0,TNFa-IL6+IL12+IFNa+,n1041,neonate,LPS,3,mDC
0.11,2,1858,0.537842105,TNFa-IL6+IL12+IFNa-,n1041,neonate,LPS,3,mDC
0,0,1858,0,TNFa-IL6+IL12-IFNa+,n1041,neonate,LPS,3,mDC
2.53,47,1858,12.37036842,TNFa-IL6+IL12-IFNa-,n1041,neonate,LPS,3,mDC
0.22,4,1858,1.075684211,TNFa-IL6-IL12+IFNa+,n1041,neonate,LPS,3,mDC
1.24,23,1858,6.062947368,TNFa-IL6-IL12+IFNa-,n1041,neonate,LPS,3,mDC
0,0,1858,0,TNFa-IL6-IL12-IFNa+,n1041,neonate,LPS,3,mDC
